ano,decil,region,comuna,poblacion,idse,ipc,pobreza,escolaridad,vivienda_material_bueno,vivienda_alcantarillado,esperanza_de_vida,índice_desarrollo_humano,avpp_tasa,swaroop,mortalidad_infantil
2000,2,13,alhué,3.7,0.437,140.1,7.4,6.9,63.0,57.9,60.6,0.409,55.3,67.4,0.0
2004,2,13,alhué,3.9,0.464,148.8,7.8,7.3,67.0,61.5,64.3,0.434,58.7,71.6,0.0
2008,2,13,alhué,4.1,0.491,157.6,8.3,7.7,70.9,65.2,68.1,0.460,62.2,75.8,0.0
2016,2,13,alhué,5.3,0.628,201.4,10.6,9.9,90.6,83.3,87.1,0.588,79.5,96.8,0.0
2012,2,6,san vicente,47.2,0.544,144.5,10.4,9.1,70.8,78.8,77.7,0.549,69.7,73.9,7.7
1992,2,6,san vicente,30.7,0.354,93.9,6.8,5.9,46.0,51.2,50.5,0.357,45.3,48.0,5.0
1996,2,6,san vicente,35.4,0.408,108.4,7.8,6.8,53.1,59.1,58.3,0.412,52.3,55.4,5.8
2000,2,6,san vicente,37.8,0.435,115.6,8.3,7.3,56.6,63.0,62.2,0.439,55.8,59.1,6.2
2004,2,6,san vicente,40.1,0.462,122.8,8.8,7.7,60.2,67.0,66.0,0.467,59.2,62.8,6.5
2008,2,6,san vicente,42.5,0.490,130.1,9.4,8.2,63.7,70.9,69.9,0.494,62.7,66.5,6.9
2016,2,6,san vicente,54.3,0.626,166.2,12.0,10.5,81.4,90.6,89.4,0.631,80.2,85.0,8.9
2012,2,5,putaendo,17.2,0.543,173.4,15.3,9.0,75.9,79.8,74.5,0.475,75.1,81.8,8.3
1992,2,5,putaendo,11.2,0.353,112.7,9.9,5.9,49.3,51.9,48.4,0.309,48.8,53.2,5.4
1996,2,5,putaendo,12.9,0.407,130.1,11.5,6.8,56.9,59.8,55.9,0.356,56.3,61.3,6.2
2000,2,5,putaendo,13.8,0.434,138.7,12.2,7.2,60.7,63.8,59.6,0.380,60.1,65.4,6.6
2004,2,5,putaendo,14.6,0.462,147.4,13.0,7.6,64.5,67.8,63.3,0.404,63.8,69.5,7.1
2008,2,5,putaendo,15.5,0.489,156.1,13.8,8.1,68.3,71.8,67.0,0.427,67.6,73.6,7.5
2016,2,5,putaendo,19.8,0.624,199.4,17.6,10.3,87.3,91.8,85.7,0.546,86.4,94.1,9.5
2012,2,6,malloa,13.8,0.543,139.2,9.8,8.6,80.8,77.7,76.6,0.511,67.2,79.0,8.7
1992,2,6,malloa,9.0,0.353,90.5,6.4,5.6,52.5,50.5,49.8,0.332,43.7,51.4,5.7
1996,2,6,malloa,10.4,0.407,104.4,7.4,6.4,60.6,58.3,57.4,0.383,50.4,59.2,6.5
2000,2,6,malloa,11.0,0.434,111.4,7.8,6.9,64.6,62.2,61.3,0.409,53.8,63.2,7.0
2004,2,6,malloa,11.7,0.462,118.3,8.3,7.3,68.7,66.0,65.1,0.434,57.1,67.1,7.4
2008,2,6,malloa,12.4,0.489,125.3,8.8,7.7,72.7,69.9,68.9,0.460,60.5,71.1,7.8
2016,2,6,malloa,15.9,0.624,160.1,11.3,9.9,92.9,89.4,88.1,0.588,77.3,90.8,10.0
2012,2,13,maría pinto,11.8,0.542,140.3,9.3,8.4,82.7,78.0,76.6,0.507,69.0,75.3,8.7
1992,2,13,maría pinto,7.7,0.352,91.2,6.0,5.5,53.8,50.7,49.8,0.330,44.9,48.9,5.7
1996,2,13,maría pinto,8.9,0.407,105.2,7.0,6.3,62.0,58.5,57.4,0.380,51.8,56.5,6.5
2000,2,13,maría pinto,9.4,0.434,112.2,7.4,6.7,66.2,62.4,61.3,0.406,55.2,60.2,7.0
2004,2,13,maría pinto,10.0,0.461,119.3,7.9,7.1,70.3,66.3,65.1,0.431,58.6,64.0,7.4
2008,2,13,maría pinto,10.6,0.488,126.3,8.4,7.6,74.4,70.2,68.9,0.456,62.1,67.8,7.8
2016,2,13,maría pinto,13.6,0.623,161.3,10.7,9.7,95.1,89.7,88.1,0.583,79.3,86.6,10.0
2012,2,5,cartagena,24.9,0.542,163.3,23.2,9.2,83.8,86.2,78.7,0.528,50.9,78.5,5.6
1992,2,5,cartagena,16.2,0.352,106.1,15.1,6.0,54.5,56.0,51.2,0.343,33.1,51.0,3.6
1996,2,5,cartagena,18.7,0.407,122.5,17.4,6.9,62.8,64.7,59.0,0.396,38.2,58.9,4.2
2000,2,5,cartagena,19.9,0.434,130.6,18.6,7.4,67.0,69.0,63.0,0.422,40.7,62.8,4.5
2004,2,5,cartagena,21.2,0.461,138.8,19.7,7.8,71.2,73.3,66.9,0.449,43.3,66.7,4.8
2008,2,5,cartagena,22.4,0.488,147.0,20.9,8.3,75.4,77.6,70.8,0.475,45.8,70.7,5.0
2016,2,5,cartagena,28.6,0.623,187.8,26.7,10.6,96.4,99.1,90.5,0.607,58.5,90.3,6.4
2012,2,9,angol,51.2,0.539,159.2,26.7,9.5,80.9,90.6,76.3,0.472,82.8,77.0,9.0
1992,2,9,angol,33.3,0.350,103.5,17.4,6.2,52.6,58.9,49.6,0.307,53.8,50.1,5.9
1996,2,9,angol,38.4,0.404,119.4,20.0,7.1,60.7,67.9,57.2,0.354,62.1,57.8,6.8
2000,2,9,angol,41.0,0.431,127.4,21.4,7.6,64.7,72.5,61.0,0.378,66.2,61.6,7.2
2004,2,9,angol,43.5,0.458,135.3,22.7,8.1,68.8,77.0,64.9,0.401,70.4,65.5,7.6
2008,2,9,angol,46.1,0.485,143.3,24.0,8.6,72.8,81.5,68.7,0.425,74.5,69.3,8.1
2016,2,9,angol,58.9,0.620,183.1,30.7,10.9,93.0,104.2,87.7,0.543,95.2,88.5,10.3
2012,2,5,la ligua,38.1,0.537,132.9,20.6,9.2,81.1,88.6,78.6,0.521,62.3,78.5,4.4
1992,2,5,la ligua,24.8,0.349,86.4,13.4,6.0,52.7,57.6,51.1,0.339,40.5,51.0,2.9
1996,2,5,la ligua,28.6,0.403,99.7,15.5,6.9,60.8,66.4,58.9,0.391,46.7,58.9,3.3
2000,2,5,la ligua,30.5,0.430,106.3,16.5,7.4,64.9,70.9,62.9,0.417,49.8,62.8,3.5
2004,2,5,la ligua,32.4,0.456,113.0,17.5,7.8,68.9,75.3,66.8,0.443,53.0,66.7,3.7
2008,2,5,la ligua,34.3,0.483,119.6,18.5,8.3,73.0,79.7,70.7,0.469,56.1,70.7,4.0
2016,2,5,la ligua,43.8,0.618,152.8,23.7,10.6,93.3,101.9,90.4,0.599,71.6,90.3,5.1
2012,2,10,curaco de vélez,4.0,0.536,158.1,7.0,8.3,89.4,62.9,76.5,0.520,52.6,86.2,0.0
1992,2,10,curaco de vélez,2.6,0.348,102.8,4.5,5.4,58.1,40.9,49.7,0.338,34.2,56.0,0.0
1996,2,10,curaco de vélez,3.0,0.402,118.6,5.2,6.2,67.1,47.2,57.4,0.390,39.5,64.7,0.0
2000,2,10,curaco de vélez,3.2,0.429,126.5,5.6,6.6,71.5,50.3,61.2,0.416,42.1,69.0,0.0
2004,2,10,curaco de vélez,3.4,0.456,134.4,6.0,7.1,76.0,53.5,65.0,0.442,44.7,73.3,0.0
2008,2,10,curaco de vélez,3.6,0.482,142.3,6.3,7.5,80.5,56.6,68.9,0.468,47.3,77.6,0.0
2016,2,10,curaco de vélez,4.6,0.616,181.8,8.0,9.5,102.8,72.3,88.0,0.598,60.5,99.1,0.0
2012,2,5,catemu,13.3,0.535,142.4,10.1,8.9,65.2,82.5,77.5,0.538,65.9,86.4,8.2
1992,2,5,catemu,8.6,0.348,92.6,6.6,5.8,42.4,53.6,50.4,0.350,42.8,56.2,5.3
1996,2,5,catemu,10.0,0.401,106.8,7.6,6.7,48.9,61.9,58.1,0.404,49.4,64.8,6.1
2000,2,5,catemu,10.6,0.428,113.9,8.1,7.1,52.2,66.0,62.0,0.430,52.7,69.1,6.6
2004,2,5,catemu,11.3,0.455,121.0,8.6,7.6,55.4,70.1,65.9,0.457,56.0,73.4,7.0
2008,2,5,catemu,12.0,0.482,128.2,9.1,8.0,58.7,74.2,69.8,0.484,59.3,77.8,7.4
2016,2,5,catemu,15.3,0.615,163.8,11.6,10.2,75.0,94.9,89.1,0.619,75.8,99.4,9.4
2012,2,11,río ibáñez,2.1,0.535,195.0,7.8,7.4,74.9,82.8,73.2,0.434,98.7,85.0,0.0
1992,2,11,río ibáñez,1.4,0.348,126.8,5.1,4.8,48.7,53.8,47.6,0.282,64.2,55.2,0.0
1996,2,11,río ibáñez,1.6,0.401,146.2,5.8,5.6,56.2,62.1,54.9,0.326,74.0,63.8,0.0
2000,2,11,río ibáñez,1.7,0.428,156.0,6.2,5.9,59.9,66.2,58.6,0.347,79.0,68.0,0.0
2004,2,11,río ibáñez,1.8,0.455,165.8,6.6,6.3,63.7,70.4,62.2,0.369,83.9,72.2,0.0
2008,2,11,río ibáñez,1.9,0.482,175.5,7.0,6.7,67.4,74.5,65.9,0.391,88.8,76.5,0.0
2016,2,11,río ibáñez,2.4,0.615,224.2,9.0,8.5,86.1,95.2,84.2,0.499,113.5,97.7,0.0
2012,2,7,molina,42.6,0.535,144.8,17.8,8.9,81.8,83.3,74.7,0.453,100.5,74.4,8.9
1992,2,7,molina,27.7,0.348,94.1,11.6,5.8,53.2,54.1,48.6,0.294,65.3,48.4,5.8
1996,2,7,molina,32.0,0.401,108.6,13.4,6.7,61.3,62.5,56.0,0.340,75.4,55.8,6.7
2000,2,7,molina,34.1,0.428,115.8,14.2,7.1,65.4,66.6,59.8,0.362,80.4,59.5,7.1
2004,2,7,molina,36.2,0.455,123.1,15.1,7.6,69.5,70.8,63.5,0.385,85.4,63.2,7.6
2008,2,7,molina,38.3,0.482,130.3,16.0,8.0,73.6,75.0,67.2,0.408,90.5,67.0,8.0
2016,2,7,molina,49.0,0.615,166.5,20.5,10.2,94.1,95.8,85.9,0.521,115.6,85.6,10.2
2012,2,6,pichilemu,14.9,0.535,150.5,17.9,9.0,84.2,79.5,77.6,0.514,67.0,75.4,2.1
1992,2,6,pichilemu,9.7,0.348,97.8,11.6,5.9,54.7,51.7,50.4,0.334,43.6,49.0,1.4
1996,2,6,pichilemu,11.2,0.401,112.9,13.4,6.8,63.2,59.6,58.2,0.386,50.2,56.6,1.6
2000,2,6,pichilemu,11.9,0.428,120.4,14.3,7.2,67.4,63.6,62.1,0.411,53.6,60.3,1.7
2004,2,6,pichilemu,12.7,0.455,127.9,15.2,7.6,71.6,67.6,66.0,0.437,56.9,64.1,1.8
2008,2,6,pichilemu,13.4,0.482,135.5,16.1,8.1,75.8,71.5,69.8,0.463,60.3,67.9,1.9
2016,2,6,pichilemu,17.1,0.615,173.1,20.6,10.3,96.8,91.4,89.2,0.591,77.0,86.7,2.4
2012,2,6,quinta de tilcoco,12.1,0.534,137.6,8.0,8.8,74.1,73.5,75.8,0.509,80.7,83.5,8.6
1992,2,6,quinta de tilcoco,7.9,0.347,89.4,5.2,5.7,48.2,47.8,49.3,0.331,52.5,54.3,5.6
1996,2,6,quinta de tilcoco,9.1,0.401,103.2,6.0,6.6,55.6,55.1,56.8,0.382,60.5,62.6,6.4
2000,2,6,quinta de tilcoco,9.7,0.427,110.1,6.4,7.0,59.3,58.8,60.6,0.407,64.6,66.8,6.9
2004,2,6,quinta de tilcoco,10.3,0.454,117.0,6.8,7.5,63.0,62.5,64.4,0.433,68.6,71.0,7.3
2008,2,6,quinta de tilcoco,10.9,0.481,123.8,7.2,7.9,66.7,66.2,68.2,0.458,72.6,75.2,7.7
2016,2,6,quinta de tilcoco,13.9,0.614,158.2,9.2,10.1,85.2,84.5,87.2,0.585,92.8,96.0,9.9
2012,2,14,máfil,7.0,0.534,158.6,16.5,8.7,88.7,75.2,71.9,0.401,99.8,79.3,7.9
1992,2,14,máfil,4.5,0.347,103.1,10.7,5.7,57.7,48.9,46.7,0.261,64.9,51.5,5.1
1996,2,14,máfil,5.2,0.401,118.9,12.4,6.5,66.5,56.4,53.9,0.301,74.8,59.5,5.9
2000,2,14,máfil,5.6,0.427,126.9,13.2,7.0,71.0,60.2,57.5,0.321,79.8,63.4,6.3
2004,2,14,máfil,6.0,0.454,134.8,14.0,7.4,75.4,63.9,61.1,0.341,84.8,67.4,6.7
2008,2,14,máfil,6.3,0.481,142.7,14.8,7.8,79.8,67.7,64.7,0.361,89.8,71.4,7.1
2016,2,14,máfil,8.0,0.614,182.4,19.0,10.0,102.0,86.5,82.7,0.461,114.8,91.2,9.1
2012,2,6,nancagua,17.3,0.533,140.5,12.8,8.5,83.2,79.2,76.3,0.488,76.0,72.4,7.7
1992,2,6,nancagua,11.2,0.346,91.3,8.3,5.5,54.1,51.5,49.6,0.317,49.4,47.1,5.0
1996,2,6,nancagua,13.0,0.400,105.4,9.6,6.4,62.4,59.4,57.2,0.366,57.0,54.3,5.8
2000,2,6,nancagua,13.8,0.426,112.4,10.2,6.8,66.6,63.4,61.0,0.390,60.8,57.9,6.2
2004,2,6,nancagua,14.7,0.453,119.4,10.9,7.2,70.7,67.3,64.9,0.415,64.6,61.5,6.5
2008,2,6,nancagua,15.6,0.480,126.5,11.5,7.7,74.9,71.3,68.7,0.439,68.4,65.2,6.9
2016,2,6,nancagua,19.9,0.613,161.6,14.7,9.8,95.7,91.1,87.7,0.561,87.4,83.3,8.9
2012,2,8,laja,20.5,0.532,170.0,19.8,9.5,79.3,73.5,75.9,0.499,92.6,81.8,10.5
1992,2,8,laja,13.3,0.346,110.5,12.9,6.2,51.5,47.8,49.3,0.324,60.2,53.2,6.8
1996,2,8,laja,15.4,0.399,127.5,14.9,7.1,59.5,55.1,56.9,0.374,69.4,61.3,7.9
2000,2,8,laja,16.4,0.426,136.0,15.8,7.6,63.4,58.8,60.7,0.399,74.1,65.4,8.4
2004,2,8,laja,17.4,0.452,144.5,16.8,8.1,67.4,62.5,64.5,0.424,78.7,69.5,8.9
2008,2,8,laja,18.4,0.479,153.0,17.8,8.6,71.4,66.2,68.3,0.449,83.3,73.6,9.5
2016,2,8,laja,23.6,0.612,195.5,22.8,10.9,91.2,84.5,87.3,0.574,106.5,94.1,12.1
2012,2,6,peralillo,10.5,0.532,119.7,17.9,8.5,90.0,87.5,76.9,0.469,71.3,80.3,3.1
1992,2,6,peralillo,6.8,0.346,77.8,11.6,5.5,58.5,56.9,50.0,0.305,46.3,52.2,2.0
1996,2,6,peralillo,7.9,0.399,89.8,13.4,6.4,67.5,65.6,57.7,0.352,53.5,60.2,2.3
2000,2,6,peralillo,8.4,0.426,95.8,14.3,6.8,72.0,70.0,61.5,0.375,57.0,64.2,2.5
2004,2,6,peralillo,8.9,0.452,101.7,15.2,7.2,76.5,74.4,65.4,0.399,60.6,68.3,2.6
2008,2,6,peralillo,9.5,0.479,107.7,16.1,7.7,81.0,78.8,69.2,0.422,64.2,72.3,2.8
2016,2,6,peralillo,12.1,0.612,137.7,20.6,9.8,103.5,100.6,88.4,0.539,82.0,92.3,3.6
2012,2,5,hijuelas,18.9,0.530,146.2,12.6,8.4,83.7,76.9,77.2,0.507,63.8,83.5,12.4
1992,2,5,hijuelas,12.3,0.345,95.0,8.2,5.5,54.4,50.0,50.2,0.330,41.5,54.3,8.1
1996,2,5,hijuelas,14.2,0.398,109.6,9.4,6.3,62.8,57.7,57.9,0.380,47.8,62.6,9.3
2000,2,5,hijuelas,15.1,0.424,117.0,10.1,6.7,67.0,61.5,61.8,0.406,51.0,66.8,9.9
2004,2,5,hijuelas,16.1,0.451,124.3,10.7,7.1,71.1,65.4,65.6,0.431,54.2,71.0,10.5
2008,2,5,hijuelas,17.0,0.477,131.6,11.3,7.6,75.3,69.2,69.5,0.456,57.4,75.2,11.2
2016,2,5,hijuelas,21.7,0.609,168.1,14.5,9.7,96.3,88.4,88.8,0.583,73.4,96.0,14.3
2012,2,10,purranque,20.6,0.527,151.2,20.8,8.4,88.0,86.2,74.5,0.425,101.0,79.3,6.2
1992,2,10,purranque,13.4,0.343,98.3,13.5,5.5,57.2,56.0,48.4,0.276,65.7,51.5,4.0
1996,2,10,purranque,15.5,0.395,113.4,15.6,6.3,66.0,64.7,55.9,0.319,75.8,59.5,4.7
2000,2,10,purranque,16.5,0.422,121.0,16.6,6.7,70.4,69.0,59.6,0.340,80.8,63.4,5.0
2004,2,10,purranque,17.5,0.448,128.5,17.7,7.1,74.8,73.3,63.3,0.361,85.8,67.4,5.3
2008,2,10,purranque,18.5,0.474,136.1,18.7,7.6,79.2,77.6,67.0,0.383,90.9,71.4,5.6
2016,2,10,purranque,23.7,0.606,173.9,23.9,9.7,101.2,99.1,85.7,0.489,116.1,91.2,7.1
2012,2,8,bulnes,21.6,0.527,128.8,20.8,8.9,88.0,83.0,74.8,0.436,93.2,77.4,7.4
1992,2,8,bulnes,14.0,0.343,83.7,13.5,5.8,57.2,54.0,48.6,0.283,60.6,50.3,4.8
1996,2,8,bulnes,16.2,0.395,96.6,15.6,6.7,66.0,62.2,56.1,0.327,69.9,58.1,5.6
2000,2,8,bulnes,17.3,0.422,103.0,16.6,7.1,70.4,66.4,59.8,0.349,74.6,61.9,5.9
2004,2,8,bulnes,18.4,0.448,109.5,17.7,7.6,74.8,70.5,63.6,0.371,79.2,65.8,6.3
2008,2,8,bulnes,19.4,0.474,115.9,18.7,8.0,79.2,74.7,67.3,0.392,83.9,69.7,6.7
2016,2,8,bulnes,24.8,0.606,148.1,23.9,10.2,101.2,95.4,86.0,0.501,107.2,89.0,8.5
2012,2,10,los muermos,16.3,0.525,200.4,13.2,8.2,82.7,70.0,74.1,0.459,89.1,72.2,8.6
1992,2,10,los muermos,10.6,0.341,130.3,8.6,5.3,53.8,45.5,48.2,0.298,57.9,46.9,5.6
1996,2,10,los muermos,12.2,0.394,150.3,9.9,6.1,62.0,52.5,55.6,0.344,66.8,54.2,6.4
2000,2,10,los muermos,13.0,0.420,160.3,10.6,6.6,66.2,56.0,59.3,0.367,71.3,57.8,6.9
2004,2,10,los muermos,13.9,0.446,170.3,11.2,7.0,70.3,59.5,63.0,0.390,75.7,61.4,7.3
2008,2,10,los muermos,14.7,0.473,180.4,11.9,7.4,74.4,63.0,66.7,0.413,80.2,65.0,7.7
2016,2,10,los muermos,18.7,0.604,230.5,15.2,9.4,95.1,80.5,85.2,0.528,102.5,83.0,9.9
2012,2,4,salamanca,25.7,0.524,154.6,16.2,8.9,78.7,76.1,78.4,0.535,70.9,75.7,6.0
1992,2,4,salamanca,16.7,0.341,100.5,10.5,5.8,51.2,49.5,51.0,0.348,46.1,49.2,3.9
1996,2,4,salamanca,19.3,0.393,115.9,12.1,6.7,59.0,57.1,58.8,0.401,53.2,56.8,4.5
2000,2,4,salamanca,20.6,0.419,123.7,13.0,7.1,63.0,60.9,62.7,0.428,56.7,60.6,4.8
2004,2,4,salamanca,21.8,0.445,131.4,13.8,7.6,66.9,64.7,66.6,0.455,60.3,64.3,5.1
2008,2,4,salamanca,23.1,0.472,139.1,14.6,8.0,70.8,68.5,70.6,0.482,63.8,68.1,5.4
2016,2,4,salamanca,29.6,0.603,177.8,18.6,10.2,90.5,87.5,90.2,0.615,81.5,87.1,6.9
2012,2,6,peumo,15.4,0.524,143.4,8.6,8.7,72.3,71.9,76.3,0.514,73.7,72.8,10.1
1992,2,6,peumo,10.0,0.341,93.2,5.6,5.7,47.0,46.7,49.6,0.334,47.9,47.3,6.6
1996,2,6,peumo,11.6,0.393,107.6,6.4,6.5,54.2,53.9,57.2,0.386,55.3,54.6,7.6
2000,2,6,peumo,12.3,0.419,114.7,6.9,7.0,57.8,57.5,61.0,0.411,59.0,58.2,8.1
2004,2,6,peumo,13.1,0.445,121.9,7.3,7.4,61.5,61.1,64.9,0.437,62.6,61.9,8.6
2008,2,6,peumo,13.9,0.472,129.1,7.7,7.8,65.1,64.7,68.7,0.463,66.3,65.5,9.1
2016,2,6,peumo,17.7,0.603,164.9,9.9,10.0,83.1,82.7,87.7,0.591,84.8,83.7,11.6
2012,2,14,paillaco,19.9,0.523,139.1,19.3,8.6,92.4,78.4,75.1,0.442,100.7,80.1,10.2
1992,2,14,paillaco,12.9,0.340,90.4,12.5,5.6,60.1,51.0,48.8,0.287,65.5,52.1,6.6
1996,2,14,paillaco,14.9,0.392,104.3,14.5,6.4,69.3,58.8,56.3,0.332,75.5,60.1,7.6
2000,2,14,paillaco,15.9,0.418,111.3,15.4,6.9,73.9,62.7,60.1,0.354,80.6,64.1,8.2
2004,2,14,paillaco,16.9,0.445,118.2,16.4,7.3,78.5,66.6,63.8,0.376,85.6,68.1,8.7
2008,2,14,paillaco,17.9,0.471,125.2,17.4,7.7,83.2,70.6,67.6,0.398,90.6,72.1,9.2
2016,2,14,paillaco,22.9,0.601,160.0,22.2,9.9,106.3,90.2,86.4,0.508,115.8,92.1,11.7
2012,2,10,puyehue,11.3,0.521,165.9,10.3,8.2,72.6,76.2,75.2,0.479,86.6,78.5,4.5
1992,2,10,puyehue,7.3,0.339,107.8,6.7,5.3,47.2,49.5,48.9,0.311,56.3,51.0,2.9
1996,2,10,puyehue,8.5,0.391,124.4,7.7,6.1,54.4,57.2,56.4,0.359,64.9,58.9,3.4
2000,2,10,puyehue,9.0,0.417,132.7,8.2,6.6,58.1,61.0,60.2,0.383,69.3,62.8,3.6
2004,2,10,puyehue,9.6,0.443,141.0,8.8,7.0,61.7,64.8,63.9,0.407,73.6,66.7,3.8
2008,2,10,puyehue,10.2,0.469,149.3,9.3,7.4,65.3,68.6,67.7,0.431,77.9,70.7,4.0
2016,2,10,puyehue,13.0,0.599,190.8,11.8,9.4,83.5,87.6,86.5,0.551,99.6,90.3,5.2
2012,2,9,villarrica,58.3,0.521,151.9,19.7,9.2,75.1,79.6,77.4,0.511,65.8,79.9,8.3
1992,2,9,villarrica,37.9,0.339,98.7,12.8,6.0,48.8,51.7,50.3,0.332,42.8,51.9,5.4
1996,2,9,villarrica,43.7,0.391,113.9,14.8,6.9,56.3,59.7,58.1,0.383,49.3,59.9,6.2
2000,2,9,villarrica,46.6,0.417,121.5,15.8,7.4,60.1,63.7,61.9,0.409,52.6,63.9,6.6
2004,2,9,villarrica,49.6,0.443,129.1,16.7,7.8,63.8,67.7,65.8,0.434,55.9,67.9,7.1
2008,2,9,villarrica,52.5,0.469,136.7,17.7,8.3,67.6,71.6,69.7,0.460,59.2,71.9,7.5
2016,2,9,villarrica,67.0,0.599,174.7,22.7,10.6,86.4,91.5,89.0,0.588,75.7,91.9,9.5
2012,2,8,arauco,42.4,0.520,133.7,20.3,9.4,70.5,85.4,77.6,0.510,70.5,73.6,8.8
1992,2,8,arauco,27.6,0.338,86.9,13.2,6.1,45.8,55.5,50.4,0.332,45.8,47.8,5.7
1996,2,8,arauco,31.8,0.390,100.3,15.2,7.1,52.9,64.1,58.2,0.383,52.9,55.2,6.6
2000,2,8,arauco,33.9,0.416,107.0,16.2,7.5,56.4,68.3,62.1,0.408,56.4,58.9,7.0
2004,2,8,arauco,36.0,0.442,113.6,17.3,8.0,59.9,72.6,66.0,0.433,59.9,62.6,7.5
2008,2,8,arauco,38.2,0.468,120.3,18.3,8.5,63.5,76.9,69.8,0.459,63.5,66.2,7.9
2016,2,8,arauco,48.8,0.598,153.8,23.3,10.8,81.1,98.2,89.2,0.586,81.1,84.6,10.1
2012,2,4,ovalle,112.1,0.519,134.1,23.7,9.4,75.2,87.2,78.5,0.514,69.2,77.5,5.4
1992,2,4,ovalle,72.9,0.337,87.2,15.4,6.1,48.9,56.7,51.0,0.334,45.0,50.4,3.5
1996,2,4,ovalle,84.1,0.389,100.6,17.8,7.1,56.4,65.4,58.9,0.386,51.9,58.1,4.1
2000,2,4,ovalle,89.7,0.415,107.3,19.0,7.5,60.2,69.8,62.8,0.411,55.4,62.0,4.3
2004,2,4,ovalle,95.3,0.441,114.0,20.1,8.0,63.9,74.1,66.7,0.437,58.8,65.9,4.6
2008,2,4,ovalle,100.9,0.467,120.7,21.3,8.5,67.7,78.5,70.7,0.463,62.3,69.8,4.9
2016,2,4,ovalle,128.9,0.597,154.2,27.3,10.8,86.5,100.3,90.3,0.591,79.6,89.1,6.2
2012,2,7,romeral,14.5,0.519,145.4,11.0,8.1,71.0,82.8,77.8,0.516,63.3,73.9,3.7
1992,2,7,romeral,9.4,0.337,94.5,7.2,5.3,46.1,53.8,50.6,0.335,41.1,48.0,2.4
1996,2,7,romeral,10.9,0.389,109.1,8.2,6.1,53.2,62.1,58.3,0.387,47.5,55.4,2.8
2000,2,7,romeral,11.6,0.415,116.3,8.8,6.5,56.8,66.2,62.2,0.413,50.6,59.1,3.0
2004,2,7,romeral,12.3,0.441,123.6,9.3,6.9,60.4,70.4,66.1,0.439,53.8,62.8,3.1
2008,2,7,romeral,13.1,0.467,130.9,9.9,7.3,63.9,74.5,70.0,0.464,57.0,66.5,3.3
2016,2,7,romeral,16.7,0.597,167.2,12.6,9.3,81.6,95.2,89.5,0.593,72.8,85.0,4.3
2012,2,10,quinchao,9.0,0.515,181.1,9.9,8.5,86.2,54.6,74.2,0.478,113.1,80.3,9.4
1992,2,10,quinchao,5.9,0.335,117.7,6.4,5.5,56.0,35.5,48.2,0.311,73.5,52.2,6.1
1996,2,10,quinchao,6.8,0.386,135.8,7.4,6.4,64.7,41.0,55.7,0.358,84.8,60.2,7.1
2000,2,10,quinchao,7.2,0.412,144.9,7.9,6.8,69.0,43.7,59.4,0.382,90.5,64.2,7.5
2004,2,10,quinchao,7.6,0.438,153.9,8.4,7.2,73.3,46.4,63.1,0.406,96.1,68.3,8.0
2008,2,10,quinchao,8.1,0.464,163.0,8.9,7.7,77.6,49.1,66.8,0.430,101.8,72.3,8.5
2016,2,10,quinchao,10.3,0.592,208.3,11.4,9.8,99.1,62.8,85.3,0.550,130.1,92.3,10.8
2012,2,7,linares,91.1,0.514,145.5,23.8,9.2,74.6,85.9,76.6,0.476,87.3,77.2,8.7
1992,2,7,linares,59.2,0.334,94.6,15.5,6.0,48.5,55.8,49.8,0.309,56.7,50.2,5.7
1996,2,7,linares,68.3,0.386,109.1,17.9,6.9,55.9,64.4,57.4,0.357,65.5,57.9,6.5
2000,2,7,linares,72.9,0.411,116.4,19.0,7.4,59.7,68.7,61.3,0.381,69.8,61.8,7.0
2004,2,7,linares,77.4,0.437,123.7,20.2,7.8,63.4,73.0,65.1,0.405,74.2,65.6,7.4
2008,2,7,linares,82.0,0.463,131.0,21.4,8.3,67.1,77.3,68.9,0.428,78.6,69.5,7.8
2016,2,7,linares,104.8,0.591,167.3,27.4,10.6,85.8,98.8,88.1,0.547,100.4,88.8,10.0
2012,2,14,lanco,16.6,0.513,137.3,20.5,8.7,91.3,75.3,74.9,0.436,90.7,72.5,5.4
1992,2,14,lanco,10.8,0.333,89.2,13.3,5.7,59.3,48.9,48.7,0.283,59.0,47.1,3.5
1996,2,14,lanco,12.5,0.385,103.0,15.4,6.5,68.5,56.5,56.2,0.327,68.0,54.4,4.1
2000,2,14,lanco,13.3,0.410,109.8,16.4,7.0,73.0,60.2,59.9,0.349,72.6,58.0,4.3
2004,2,14,lanco,14.1,0.436,116.7,17.4,7.4,77.6,64.0,63.7,0.371,77.1,61.6,4.6
2008,2,14,lanco,14.9,0.462,123.6,18.4,7.8,82.2,67.8,67.4,0.392,81.6,65.2,4.9
2016,2,14,lanco,19.1,0.590,157.9,23.6,10.0,105.0,86.6,86.1,0.501,104.3,83.4,6.2
2012,2,6,chimbarongo,34.6,0.511,124.7,18.2,8.4,83.1,83.1,77.2,0.476,73.1,74.4,7.3
1992,2,6,chimbarongo,22.5,0.332,81.1,11.8,5.5,54.0,54.0,50.2,0.309,47.5,48.4,4.7
1996,2,6,chimbarongo,26.0,0.383,93.5,13.6,6.3,62.3,62.3,57.9,0.357,54.8,55.8,5.5
